question,category,sub_intent
휴먼컴퓨터인터랙션 몇 학년 과목이야?,수강 신청,과목정보_휴먼컴퓨터인터랙션
휴먼컴퓨터인터랙션 전필이야 전선이야?,수강 신청,과목정보_휴먼컴퓨터인터랙션
휴먼컴퓨터인터랙션 성적 방식이 뭐야?,수강 신청,과목정보_휴먼컴퓨터인터랙션
휴먼컴퓨터인터랙션 P/F야 GRADE야?,수강 신청,과목정보_휴먼컴퓨터인터랙션
휴먼컴퓨터인터랙션 실습 있어?,수강 신청,과목정보_휴먼컴퓨터인터랙션
휴먼컴퓨터인터랙션 이론 몇 시간이야?,수강 신청,과목정보_휴먼컴퓨터인터랙션
휴먼컴퓨터인터랙션 과목코드가 뭐야?,수강 신청,과목정보_휴먼컴퓨터인터랙션
휴먼컴퓨터인터랙션 4학년 1학기 맞아?,수강 신청,과목정보_휴먼컴퓨터인터랙션
인공지능실무 몇 학점이야?,수강 신청,과목정보_인공지능실무
인공지능실무 과목 정보 알려줘,수강 신청,과목정보_인공지능실무
인공지능실무 몇 학년 과목이야?,수강 신청,과목정보_인공지능실무
인공지능실무 전필이야 전선이야?,수강 신청,과목정보_인공지능실무
인공지능실무 성적 방식이 뭐야?,수강 신청,과목정보_인공지능실무
인공지능실무 P/F야 GRADE야?,수강 신청,과목정보_인공지능실무
인공지능실무 실습 있어?,수강 신청,과목정보_인공지능실무
인공지능실무 이론 몇 시간이야?,수강 신청,과목정보_인공지능실무
인공지능실무 과목코드가 뭐야?,수강 신청,과목정보_인공지능실무
인공지능실무 4학년 1학기 맞아?,수강 신청,과목정보_인공지능실무
헬스케어실무 몇 학점이야?,수강 신청,과목정보_헬스케어실무
헬스케어실무 과목 정보 알려줘,수강 신청,과목정보_헬스케어실무
헬스케어실무 몇 학년 과목이야?,수강 신청,과목정보_헬스케어실무
헬스케어실무 전필이야 전선이야?,수강 신청,과목정보_헬스케어실무
헬스케어실무 성적 방식이 뭐야?,수강 신청,과목정보_헬스케어실무
헬스케어실무 P/F야 GRADE야?,수강 신청,과목정보_헬스케어실무
헬스케어실무 실습 있어?,수강 신청,과목정보_헬스케어실무
헬스케어실무 이론 몇 시간이야?,수강 신청,과목정보_헬스케어실무
헬스케어실무 과목코드가 뭐야?,수강 신청,과목정보_헬스케어실무
헬스케어실무 4학년 1학기 맞아?,수강 신청,과목정보_헬스케어실무
보건의료데이터 몇 학점이야?,수강 신청,과목정보_보건의료데이터
보건의료데이터 과목 정보 알려줘,수강 신청,과목정보_보건의료데이터
보건의료데이터 몇 학년 과목이야?,수강 신청,과목정보_보건의료데이터
보건의료데이터 전필이야 전선이야?,수강 신청,과목정보_보건의료데이터
보건의료데이터 성적 방식이 뭐야?,수강 신청,과목정보_보건의료데이터
보건의료데이터 P/F야 GRADE야?,수강 신청,과목정보_보건의료데이터
보건의료데이터 실습 있어?,수강 신청,과목정보_보건의료데이터
보건의료데이터 이론 몇 시간이야?,수강 신청,과목정보_보건의료데이터
보건의료데이터 과목코드가 뭐야?,수강 신청,과목정보_보건의료데이터
보건의료데이터 4학년 1학기 맞아?,수강 신청,과목정보_보건의료데이터
빅데이터플랫폼실무 몇 학점이야?,수강 신청,과목정보_빅데이터플랫폼실무
빅데이터플랫폼실무 과목 정보 알려줘,수강 신청,과목정보_빅데이터플랫폼실무
빅데이터플랫폼실무 몇 학년 과목이야?,수강 신청,과목정보_빅데이터플랫폼실무
빅데이터플랫폼실무 전필이야 전선이야?,수강 신청,과목정보_빅데이터플랫폼실무
빅데이터플랫폼실무 성적 방식이 뭐야?,수강 신청,과목정보_빅데이터플랫폼실무
빅데이터플랫폼실무 P/F야 GRADE야?,수강 신청,과목정보_빅데이터플랫폼실무
빅데이터플랫폼실무 실습 있어?,수강 신청,과목정보_빅데이터플랫폼실무
빅데이터플랫폼실무 이론 몇 시간이야?,수강 신청,과목정보_빅데이터플랫폼실무
빅데이터플랫폼실무 과목코드가 뭐야?,수강 신청,과목정보_빅데이터플랫폼실무
빅데이터플랫폼실무 4학년 2학기 맞아?,수강 신청,과목정보_빅데이터플랫폼실무
BM프로젝트 몇 학점이야?,수강 신청,과목정보_BM프로젝트
BM프로젝트 과목 정보 알려줘,수강 신청,과목정보_BM프로젝트
BM프로젝트 몇 학년 과목이야?,수강 신청,과목정보_BM프로젝트
BM프로젝트 전필이야 전선이야?,수강 신청,과목정보_BM프로젝트
BM프로젝트 성적 방식이 뭐야?,수강 신청,과목정보_BM프로젝트
BM프로젝트 P/F야 GRADE야?,수강 신청,과목정보_BM프로젝트
BM프로젝트 실습 있어?,수강 신청,과목정보_BM프로젝트
BM프로젝트 이론 몇 시간이야?,수강 신청,과목정보_BM프로젝트
BM프로젝트 과목코드가 뭐야?,수강 신청,과목정보_BM프로젝트
BM프로젝트 4학년 2학기 맞아?,수강 신청,과목정보_BM프로젝트
지능형시스템응용 몇 학점이야?,수강 신청,과목정보_지능형시스템응용
지능형시스템응용 과목 정보 알려줘,수강 신청,과목정보_지능형시스템응용
지능형시스템응용 몇 학년 과목이야?,수강 신청,과목정보_지능형시스템응용
지능형시스템응용 전필이야 전선이야?,수강 신청,과목정보_지능형시스템응용
지능형시스템응용 성적 방식이 뭐야?,수강 신청,과목정보_지능형시스템응용
지능형시스템응용 P/F야 GRADE야?,수강 신청,과목정보_지능형시스템응용
지능형시스템응용 실습 있어?,수강 신청,과목정보_지능형시스템응용
지능형시스템응용 이론 몇 시간이야?,수강 신청,과목정보_지능형시스템응용
지능형시스템응용 과목코드가 뭐야?,수강 신청,과목정보_지능형시스템응용
지능형시스템응용 4학년 2학기 맞아?,수강 신청,과목정보_지능형시스템응용
인공지능실습 몇 학점이야?,수강 신청,과목정보_인공지능실습
인공지능실습 과목 정보 알려줘,수강 신청,과목정보_인공지능실습
인공지능실습 몇 학년 과목이야?,수강 신청,과목정보_인공지능실습
인공지능실습 전필이야 전선이야?,수강 신청,과목정보_인공지능실습
인공지능실습 성적 방식이 뭐야?,수강 신청,과목정보_인공지능실습
인공지능실습 P/F야 GRADE야?,수강 신청,과목정보_인공지능실습
인공지능실습 실습 있어?,수강 신청,과목정보_인공지능실습
인공지능실습 이론 몇 시간이야?,수강 신청,과목정보_인공지능실습
인공지능실습 과목코드가 뭐야?,수강 신청,과목정보_인공지능실습
인공지능실습 4학년 2학기 맞아?,수강 신청,과목정보_인공지능실습
Expert시스템 몇 학점이야?,수강 신청,과목정보_Expert시스템
Expert시스템 과목 정보 알려줘,수강 신청,과목정보_Expert시스템
Expert시스템 몇 학년 과목이야?,수강 신청,과목정보_Expert시스템
Expert시스템 전필이야 전선이야?,수강 신청,과목정보_Expert시스템
Expert시스템 성적 방식이 뭐야?,수강 신청,과목정보_Expert시스템
Expert시스템 P/F야 GRADE야?,수강 신청,과목정보_Expert시스템
Expert시스템 실습 있어?,수강 신청,과목정보_Expert시스템
Expert시스템 이론 몇 시간이야?,수강 신청,과목정보_Expert시스템
Expert시스템 과목코드가 뭐야?,수강 신청,과목정보_Expert시스템
Expert시스템 4학년 1학기 맞아?,수강 신청,과목정보_Expert시스템
의료윤리 몇 학점이야?,수강 신청,과목정보_의료윤리
의료윤리 과목 정보 알려줘,수강 신청,과목정보_의료윤리
의료윤리 몇 학년 과목이야?,수강 신청,과목정보_의료윤리
의료윤리 전필이야 전선이야?,수강 신청,과목정보_의료윤리
의료윤리 성적 방식이 뭐야?,수강 신청,과목정보_의료윤리
의료윤리 P/F야 GRADE야?,수강 신청,과목정보_의료윤리
의료윤리 실습 있어?,수강 신청,과목정보_의료윤리
의료윤리 이론 몇 시간이야?,수강 신청,과목정보_의료윤리
의료윤리 과목코드가 뭐야?,수강 신청,과목정보_의료윤리
의료윤리 4학년 1학기 맞아?,수강 신청,과목정보_의료윤리
인공지능실습 몇 학점이야?,수강 신청,과목정보_인공지능실습
인공지능실습 과목 정보 알려줘,수강 신청,과목정보_인공지능실습
인공지능실습 몇 학년 과목이야?,수강 신청,과목정보_인공지능실습
인공지능실습 전필이야 전선이야?,수강 신청,과목정보_인공지능실습
인공지능실습 성적 방식이 뭐야?,수강 신청,과목정보_인공지능실습
인공지능실습 P/F야 GRADE야?,수강 신청,과목정보_인공지능실습
인공지능실습 실습 있어?,수강 신청,과목정보_인공지능실습
인공지능실습 이론 몇 시간이야?,수강 신청,과목정보_인공지능실습
인공지능실습 과목코드가 뭐야?,수강 신청,과목정보_인공지능실습
인공지능실습 4학년 1학기 맞아?,수강 신청,과목정보_인공지능실습
졸업논문 몇 학점이야?,수강 신청,과목정보_졸업논문
졸업논문 과목 정보 알려줘,수강 신청,과목정보_졸업논문
졸업논문 몇 학년 과목이야?,수강 신청,과목정보_졸업논문
졸업논문 전필이야 전선이야?,수강 신청,과목정보_졸업논문
졸업논문 성적 방식이 뭐야?,수강 신청,과목정보_졸업논문
졸업논문 P/F야 GRADE야?,수강 신청,과목정보_졸업논문
졸업논문 실습 있어?,수강 신청,과목정보_졸업논문
졸업논문 이론 몇 시간이야?,수강 신청,과목정보_졸업논문
졸업논문 과목코드가 뭐야?,수강 신청,과목정보_졸업논문
졸업논문 4학년 2학기 맞아?,수강 신청,과목정보_졸업논문
빅데이터인공지능전공 3학년 1학기 전공기초 과목 뭐 있어?,수강 신청,교육과정_(현)26교육과정_3_1_전공기초
3학년 1학기에 전공기초 뭐 들어야 돼?,수강 신청,교육과정_(현)26교육과정_3_1_전공기초
3학년 1학기 전공기초 몇 과목이야?,수강 신청,교육과정_(현)26교육과정_3_1_전공기초
빅데이터인공지능전공 3학년 1학기 수업 알려줘,수강 신청,교육과정_(현)26교육과정_3_1_전공기초
3학년 1학기 전체 학점 얼마야?,수강 신청,교육과정_(현)26교육과정_3_1_전공기초
빅데이터인공지능전공 3-1 전공기초 목록 알려줘,수강 신청,교육과정_(현)26교육과정_3_1_전공기초
3학년 때 전공기초 뭐 들어?,수강 신청,교육과정_(현)26교육과정_3_1_전공기초
전공기초 과목 중에 3학년 거 뭐야?,수강 신청,교육과정_(현)26교육과정_3_1_전공기초
26교육과정 3학년 1학기 과목 알려줘,수강 신청,교육과정_(현)26교육과정_3_1_전공기초
3학년 1학기에 뭐 들어야 해?,수강 신청,교육과정_(현)26교육과정_3_1_전공기초
빅데이터인공지능전공 4학년 2학기 전공필수 과목 뭐 있어?,수강 신청,교육과정_(현)26교육과정_4_2_전공필수
4학년 2학기에 전공필수 뭐 들어야 돼?,수강 신청,교육과정_(현)26교육과정_4_2_전공필수
4학년 2학기 전공필수 몇 과목이야?,수강 신청,교육과정_(현)26교육과정_4_2_전공필수
빅데이터인공지능전공 4학년 2학기 수업 알려줘,수강 신청,교육과정_(현)26교육과정_4_2_전공필수
4학년 2학기 전체 학점 얼마야?,수강 신청,교육과정_(현)26교육과정_4_2_전공필수
빅데이터인공지능전공 4-2 전공필수 목록 알려줘,수강 신청,교육과정_(현)26교육과정_4_2_전공필수
4학년 때 전공필수 뭐 들어?,수강 신청,교육과정_(현)26교육과정_4_2_전공필수
전공필수 과목 중에 4학년 거 뭐야?,수강 신청,교육과정_(현)26교육과정_4_2_전공필수
26교육과정 4학년 2학기 과목 알려줘,수강 신청,교육과정_(현)26교육과정_4_2_전공필수
4학년 2학기에 뭐 들어야 해?,수강 신청,교육과정_(현)26교육과정_4_2_전공필수
빅데이터인공지능전공 2학년 1학기 전공선택 과목 뭐 있어?,수강 신청,교육과정_(현)26교육과정_2_1_전공선택
2학년 1학기에 전공선택 뭐 들어야 돼?,수강 신청,교육과정_(현)26교육과정_2_1_전공선택
2학년 1학기 전공선택 몇 과목이야?,수강 신청,교육과정_(현)26교육과정_2_1_전공선택
빅데이터인공지능전공 2학년 1학기 수업 알려줘,수강 신청,교육과정_(현)26교육과정_2_1_전공선택
2학년 1학기 전체 학점 얼마야?,수강 신청,교육과정_(현)26교육과정_2_1_전공선택
빅데이터인공지능전공 2-1 전공선택 목록 알려줘,수강 신청,교육과정_(현)26교육과정_2_1_전공선택
2학년 때 전공선택 뭐 들어?,수강 신청,교육과정_(현)26교육과정_2_1_전공선택
전공선택 과목 중에 2학년 거 뭐야?,수강 신청,교육과정_(현)26교육과정_2_1_전공선택
26교육과정 2학년 1학기 과목 알려줘,수강 신청,교육과정_(현)26교육과정_2_1_전공선택
2학년 1학기에 뭐 들어야 해?,수강 신청,교육과정_(현)26교육과정_2_1_전공선택
빅데이터인공지능전공 1학년 2학기 전공기초 과목 뭐 있어?,수강 신청,교육과정_(현)26교육과정_1_2_전공기초
1학년 2학기에 전공기초 뭐 들어야 돼?,수강 신청,교육과정_(현)26교육과정_1_2_전공기초
1학년 2학기 전공기초 몇 과목이야?,수강 신청,교육과정_(현)26교육과정_1_2_전공기초
빅데이터인공지능전공 1학년 2학기 수업 알려줘,수강 신청,교육과정_(현)26교육과정_1_2_전공기초
1학년 2학기 전체 학점 얼마야?,수강 신청,교육과정_(현)26교육과정_1_2_전공기초
빅데이터인공지능전공 1-2 전공기초 목록 알려줘,수강 신청,교육과정_(현)26교육과정_1_2_전공기초
1학년 때 전공기초 뭐 들어?,수강 신청,교육과정_(현)26교육과정_1_2_전공기초
전공기초 과목 중에 1학년 거 뭐야?,수강 신청,교육과정_(현)26교육과정_1_2_전공기초
26교육과정 1학년 2학기 과목 알려줘,수강 신청,교육과정_(현)26교육과정_1_2_전공기초
1학년 2학기에 뭐 들어야 해?,수강 신청,교육과정_(현)26교육과정_1_2_전공기초
빅데이터인공지능전공 2학년 2학기 전공선택 과목 뭐 있어?,수강 신청,교육과정_(현)26교육과정_2_2_전공선택
2학년 2학기에 전공선택 뭐 들어야 돼?,수강 신청,교육과정_(현)26교육과정_2_2_전공선택
2학년 2학기 전공선택 몇 과목이야?,수강 신청,교육과정_(현)26교육과정_2_2_전공선택
빅데이터인공지능전공 2학년 2학기 수업 알려줘,수강 신청,교육과정_(현)26교육과정_2_2_전공선택
2학년 2학기 전체 학점 얼마야?,수강 신청,교육과정_(현)26교육과정_2_2_전공선택
빅데이터인공지능전공 2-2 전공선택 목록 알려줘,수강 신청,교육과정_(현)26교육과정_2_2_전공선택
2학년 때 전공선택 뭐 들어?,수강 신청,교육과정_(현)26교육과정_2_2_전공선택
전공선택 과목 중에 2학년 거 뭐야?,수강 신청,교육과정_(현)26교육과정_2_2_전공선택
26교육과정 2학년 2학기 과목 알려줘,수강 신청,교육과정_(현)26교육과정_2_2_전공선택
2학년 2학기에 뭐 들어야 해?,수강 신청,교육과정_(현)26교육과정_2_2_전공선택
빅데이터인공지능전공 1학년 1학기 전공선택 과목 뭐 있어?,수강 신청,교육과정_(현)26교육과정_1_1_전공선택
1학년 1학기에 전공선택 뭐 들어야 돼?,수강 신청,교육과정_(현)26교육과정_1_1_전공선택
1학년 1학기 전공선택 몇 과목이야?,수강 신청,교육과정_(현)26교육과정_1_1_전공선택
빅데이터인공지능전공 1학년 1학기 수업 알려줘,수강 신청,교육과정_(현)26교육과정_1_1_전공선택
1학년 1학기 전체 학점 얼마야?,수강 신청,교육과정_(현)26교육과정_1_1_전공선택
빅데이터인공지능전공 1-1 전공선택 목록 알려줘,수강 신청,교육과정_(현)26교육과정_1_1_전공선택
1학년 때 전공선택 뭐 들어?,수강 신청,교육과정_(현)26교육과정_1_1_전공선택
전공선택 과목 중에 1학년 거 뭐야?,수강 신청,교육과정_(현)26교육과정_1_1_전공선택
26교육과정 1학년 1학기 과목 알려줘,수강 신청,교육과정_(현)26교육과정_1_1_전공선택
1학년 1학기에 뭐 들어야 해?,수강 신청,교육과정_(현)26교육과정_1_1_전공선택
빅데이터인공지능전공 2학년 1학기 전공기초 과목 뭐 있어?,수강 신청,교육과정_(현)26교육과정_2_1_전공기초
2학년 1학기에 전공기초 뭐 들어야 돼?,수강 신청,교육과정_(현)26교육과정_2_1_전공기초
2학년 1학기 전공기초 몇 과목이야?,수강 신청,교육과정_(현)26교육과정_2_1_전공기초
빅데이터인공지능전공 2학년 1학기 수업 알려줘,수강 신청,교육과정_(현)26교육과정_2_1_전공기초
2학년 1학기 전체 학점 얼마야?,수강 신청,교육과정_(현)26교육과정_2_1_전공기초
빅데이터인공지능전공 2-1 전공기초 목록 알려줘,수강 신청,교육과정_(현)26교육과정_2_1_전공기초
2학년 때 전공기초 뭐 들어?,수강 신청,교육과정_(현)26교육과정_2_1_전공기초
전공기초 과목 중에 2학년 거 뭐야?,수강 신청,교육과정_(현)26교육과정_2_1_전공기초
26교육과정 2학년 1학기 과목 알려줘,수강 신청,교육과정_(현)26교육과정_2_1_전공기초
2학년 1학기에 뭐 들어야 해?,수강 신청,교육과정_(현)26교육과정_2_1_전공기초
빅데이터인공지능전공 3학년 1학기 전공필수 과목 뭐 있어?,수강 신청,교육과정_(현)26교육과정_3_1_전공필수
3학년 1학기에 전공필수 뭐 들어야 돼?,수강 신청,교육과정_(현)26교육과정_3_1_전공필수
3학년 1학기 전공필수 몇 과목이야?,수강 신청,교육과정_(현)26교육과정_3_1_전공필수
빅데이터인공지능전공 3학년 1학기 수업 알려줘,수강 신청,교육과정_(현)26교육과정_3_1_전공필수
3학년 1학기 전체 학점 얼마야?,수강 신청,교육과정_(현)26교육과정_3_1_전공필수
빅데이터인공지능전공 3-1 전공필수 목록 알려줘,수강 신청,교육과정_(현)26교육과정_3_1_전공필수
3학년 때 전공필수 뭐 들어?,수강 신청,교육과정_(현)26교육과정_3_1_전공필수
전공필수 과목 중에 3학년 거 뭐야?,수강 신청,교육과정_(현)26교육과정_3_1_전공필수
26교육과정 3학년 1학기 과목 알려줘,수강 신청,교육과정_(현)26교육과정_3_1_전공필수
3학년 1학기에 뭐 들어야 해?,수강 신청,교육과정_(현)26교육과정_3_1_전공필수
빅데이터인공지능전공 3학년 1학기 전공선택 과목 뭐 있어?,수강 신청,교육과정_(현)26교육과정_3_1_전공선택
3학년 1학기에 전공선택 뭐 들어야 돼?,수강 신청,교육과정_(현)26교육과정_3_1_전공선택
3학년 1학기 전공선택 몇 과목이야?,수강 신청,교육과정_(현)26교육과정_3_1_전공선택
빅데이터인공지능전공 3학년 1학기 수업 알려줘,수강 신청,교육과정_(현)26교육과정_3_1_전공선택
3학년 1학기 전체 학점 얼마야?,수강 신청,교육과정_(현)26교육과정_3_1_전공선택
빅데이터인공지능전공 3-1 전공선택 목록 알려줘,수강 신청,교육과정_(현)26교육과정_3_1_전공선택
3학년 때 전공선택 뭐 들어?,수강 신청,교육과정_(현)26교육과정_3_1_전공선택
전공선택 과목 중에 3학년 거 뭐야?,수강 신청,교육과정_(현)26교육과정_3_1_전공선택
26교육과정 3학년 1학기 과목 알려줘,수강 신청,교육과정_(현)26교육과정_3_1_전공선택
3학년 1학기에 뭐 들어야 해?,수강 신청,교육과정_(현)26교육과정_3_1_전공선택
빅데이터인공지능전공 2학년 2학기 전공기초 과목 뭐 있어?,수강 신청,교육과정_(현)26교육과정_2_2_전공기초
2학년 2학기에 전공기초 뭐 들어야 돼?,수강 신청,교육과정_(현)26교육과정_2_2_전공기초
2학년 2학기 전공기초 몇 과목이야?,수강 신청,교육과정_(현)26교육과정_2_2_전공기초
빅데이터인공지능전공 2학년 2학기 수업 알려줘,수강 신청,교육과정_(현)26교육과정_2_2_전공기초
2학년 2학기 전체 학점 얼마야?,수강 신청,교육과정_(현)26교육과정_2_2_전공기초
빅데이터인공지능전공 2-2 전공기초 목록 알려줘,수강 신청,교육과정_(현)26교육과정_2_2_전공기초
2학년 때 전공기초 뭐 들어?,수강 신청,교육과정_(현)26교육과정_2_2_전공기초
전공기초 과목 중에 2학년 거 뭐야?,수강 신청,교육과정_(현)26교육과정_2_2_전공기초
26교육과정 2학년 2학기 과목 알려줘,수강 신청,교육과정_(현)26교육과정_2_2_전공기초
2학년 2학기에 뭐 들어야 해?,수강 신청,교육과정_(현)26교육과정_2_2_전공기초
빅데이터인공지능전공 3학년 2학기 전공선택 과목 뭐 있어?,수강 신청,교육과정_(현)26교육과정_3_2_전공선택
3학년 2학기에 전공선택 뭐 들어야 돼?,수강 신청,교육과정_(현)26교육과정_3_2_전공선택
3학년 2학기 전공선택 몇 과목이야?,수강 신청,교육과정_(현)26교육과정_3_2_전공선택
빅데이터인공지능전공 3학년 2학기 수업 알려줘,수강 신청,교육과정_(현)26교육과정_3_2_전공선택
3학년 2학기 전체 학점 얼마야?,수강 신청,교육과정_(현)26교육과정_3_2_전공선택
빅데이터인공지능전공 3-2 전공선택 목록 알려줘,수강 신청,교육과정_(현)26교육과정_3_2_전공선택
3학년 때 전공선택 뭐 들어?,수강 신청,교육과정_(현)26교육과정_3_2_전공선택
전공선택 과목 중에 3학년 거 뭐야?,수강 신청,교육과정_(현)26교육과정_3_2_전공선택
26교육과정 3학년 2학기 과목 알려줘,수강 신청,교육과정_(현)26교육과정_3_2_전공선택
3학년 2학기에 뭐 들어야 해?,수강 신청,교육과정_(현)26교육과정_3_2_전공선택
빅데이터인공지능전공 4학년 2학기 전공선택 과목 뭐 있어?,수강 신청,교육과정_(현)26교육과정_4_2_전공선택
4학년 2학기에 전공선택 뭐 들어야 돼?,수강 신청,교육과정_(현)26교육과정_4_2_전공선택
4학년 2학기 전공선택 몇 과목이야?,수강 신청,교육과정_(현)26교육과정_4_2_전공선택
빅데이터인공지능전공 4학년 2학기 수업 알려줘,수강 신청,교육과정_(현)26교육과정_4_2_전공선택
4학년 2학기 전체 학점 얼마야?,수강 신청,교육과정_(현)26교육과정_4_2_전공선택
빅데이터인공지능전공 4-2 전공선택 목록 알려줘,수강 신청,교육과정_(현)26교육과정_4_2_전공선택
4학년 때 전공선택 뭐 들어?,수강 신청,교육과정_(현)26교육과정_4_2_전공선택
전공선택 과목 중에 4학년 거 뭐야?,수강 신청,교육과정_(현)26교육과정_4_2_전공선택
26교육과정 4학년 2학기 과목 알려줘,수강 신청,교육과정_(현)26교육과정_4_2_전공선택
4학년 2학기에 뭐 들어야 해?,수강 신청,교육과정_(현)26교육과정_4_2_전공선택
빅데이터인공지능전공 1학년 2학기 전공선택 과목 뭐 있어?,수강 신청,교육과정_(현)26교육과정_1_2_전공선택
1학년 2학기에 전공선택 뭐 들어야 돼?,수강 신청,교육과정_(현)26교육과정_1_2_전공선택
1학년 2학기 전공선택 몇 과목이야?,수강 신청,교육과정_(현)26교육과정_1_2_전공선택
빅데이터인공지능전공 1학년 2학기 수업 알려줘,수강 신청,교육과정_(현)26교육과정_1_2_전공선택
1학년 2학기 전체 학점 얼마야?,수강 신청,교육과정_(현)26교육과정_1_2_전공선택
빅데이터인공지능전공 1-2 전공선택 목록 알려줘,수강 신청,교육과정_(현)26교육과정_1_2_전공선택
1학년 때 전공선택 뭐 들어?,수강 신청,교육과정_(현)26교육과정_1_2_전공선택
전공선택 과목 중에 1학년 거 뭐야?,수강 신청,교육과정_(현)26교육과정_1_2_전공선택
26교육과정 1학년 2학기 과목 알려줘,수강 신청,교육과정_(현)26교육과정_1_2_전공선택
1학년 2학기에 뭐 들어야 해?,수강 신청,교육과정_(현)26교육과정_1_2_전공선택
빅데이터인공지능전공 1학년 1학기 전공기초 과목 뭐 있어?,수강 신청,교육과정_(현)26교육과정_1_1_전공기초
1학년 1학기에 전공기초 뭐 들어야 돼?,수강 신청,교육과정_(현)26교육과정_1_1_전공기초
1학년 1학기 전공기초 몇 과목이야?,수강 신청,교육과정_(현)26교육과정_1_1_전공기초
빅데이터인공지능전공 1학년 1학기 수업 알려줘,수강 신청,교육과정_(현)26교육과정_1_1_전공기초
1학년 1학기 전체 학점 얼마야?,수강 신청,교육과정_(현)26교육과정_1_1_전공기초
빅데이터인공지능전공 1-1 전공기초 목록 알려줘,수강 신청,교육과정_(현)26교육과정_1_1_전공기초
1학년 때 전공기초 뭐 들어?,수강 신청,교육과정_(현)26교육과정_1_1_전공기초
전공기초 과목 중에 1학년 거 뭐야?,수강 신청,교육과정_(현)26교육과정_1_1_전공기초
26교육과정 1학년 1학기 과목 알려줘,수강 신청,교육과정_(현)26교육과정_1_1_전공기초
1학년 1학기에 뭐 들어야 해?,수강 신청,교육과정_(현)26교육과정_1_1_전공기초
빅데이터인공지능전공 3학년 2학기 전공필수 과목 뭐 있어?,수강 신청,교육과정_(현)26교육과정_3_2_전공필수
3학년 2학기에 전공필수 뭐 들어야 돼?,수강 신청,교육과정_(현)26교육과정_3_2_전공필수
3학년 2학기 전공필수 몇 과목이야?,수강 신청,교육과정_(현)26교육과정_3_2_전공필수
빅데이터인공지능전공 3학년 2학기 수업 알려줘,수강 신청,교육과정_(현)26교육과정_3_2_전공필수
3학년 2학기 전체 학점 얼마야?,수강 신청,교육과정_(현)26교육과정_3_2_전공필수
빅데이터인공지능전공 3-2 전공필수 목록 알려줘,수강 신청,교육과정_(현)26교육과정_3_2_전공필수
3학년 때 전공필수 뭐 들어?,수강 신청,교육과정_(현)26교육과정_3_2_전공필수
전공필수 과목 중에 3학년 거 뭐야?,수강 신청,교육과정_(현)26교육과정_3_2_전공필수
26교육과정 3학년 2학기 과목 알려줘,수강 신청,교육과정_(현)26교육과정_3_2_전공필수
3학년 2학기에 뭐 들어야 해?,수강 신청,교육과정_(현)26교육과정_3_2_전공필수
빅데이터인공지능전공 4학년 2학기 전공필수 과목 뭐 있어?,수강 신청,교육과정_스의정24교육과정_4_2_전공필수
4학년 2학기에 전공필수 뭐 들어야 돼?,수강 신청,교육과정_스의정24교육과정_4_2_전공필수
4학년 2학기 전공필수 몇 과목이야?,수강 신청,교육과정_스의정24교육과정_4_2_전공필수
빅데이터인공지능전공 4학년 2학기 수업 알려줘,수강 신청,교육과정_스의정24교육과정_4_2_전공필수
4학년 2학기 전체 학점 얼마야?,수강 신청,교육과정_스의정24교육과정_4_2_전공필수
빅데이터인공지능전공 4-2 전공필수 목록 알려줘,수강 신청,교육과정_스의정24교육과정_4_2_전공필수
4학년 때 전공필수 뭐 들어?,수강 신청,교육과정_스의정24교육과정_4_2_전공필수
전공필수 과목 중에 4학년 거 뭐야?,수강 신청,교육과정_스의정24교육과정_4_2_전공필수
24교육과정 4학년 2학기 과목 알려줘,수강 신청,교육과정_스의정24교육과정_4_2_전공필수
4학년 2학기에 뭐 들어야 해?,수강 신청,교육과정_스의정24교육과정_4_2_전공필수
빅데이터인공지능전공 1학년 2학기 전공필수 과목 뭐 있어?,수강 신청,교육과정_스의정24교육과정_1_2_전공필수
1학년 2학기에 전공필수 뭐 들어야 돼?,수강 신청,교육과정_스의정24교육과정_1_2_전공필수
1학년 2학기 전공필수 몇 과목이야?,수강 신청,교육과정_스의정24교육과정_1_2_전공필수
빅데이터인공지능전공 1학년 2학기 수업 알려줘,수강 신청,교육과정_스의정24교육과정_1_2_전공필수
1학년 2학기 전체 학점 얼마야?,수강 신청,교육과정_스의정24교육과정_1_2_전공필수
빅데이터인공지능전공 1-2 전공필수 목록 알려줘,수강 신청,교육과정_스의정24교육과정_1_2_전공필수
1학년 때 전공필수 뭐 들어?,수강 신청,교육과정_스의정24교육과정_1_2_전공필수
전공필수 과목 중에 1학년 거 뭐야?,수강 신청,교육과정_스의정24교육과정_1_2_전공필수
24교육과정 1학년 2학기 과목 알려줘,수강 신청,교육과정_스의정24교육과정_1_2_전공필수
1학년 2학기에 뭐 들어야 해?,수강 신청,교육과정_스의정24교육과정_1_2_전공필수
빅데이터인공지능전공 2학년 1학기 전공선택 과목 뭐 있어?,수강 신청,교육과정_스의정24교육과정_2_1_전공선택
2학년 1학기에 전공선택 뭐 들어야 돼?,수강 신청,교육과정_스의정24교육과정_2_1_전공선택
2학년 1학기 전공선택 몇 과목이야?,수강 신청,교육과정_스의정24교육과정_2_1_전공선택
빅데이터인공지능전공 2학년 1학기 수업 알려줘,수강 신청,교육과정_스의정24교육과정_2_1_전공선택
2학년 1학기 전체 학점 얼마야?,수강 신청,교육과정_스의정24교육과정_2_1_전공선택
